224,224,3,7,7,64,1,2,3
56,56,64,1,1,128,0,1,0
56,56,128,3,3,32,0,1,0
56,56,96,1,1,128,0,1,0
56,56,128,3,3,32,0,1,0
56,56,128,1,1,128,0,1,0
56,56,128,3,3,32,0,1,0
56,56,160,1,1,128,0,1,0
56,56,128,3,3,32,0,1,0
56,56,192,1,1,128,0,1,0
56,56,128,3,3,32,0,1,0
56,56,224,1,1,128,0,1,0
56,56,128,3,3,32,0,1,0
56,56,256,1,1,128,1,1,2
28,28,128,1,1,128,0,1,0
28,28,128,3,3,32,0,1,0
28,28,160,1,1,128,0,1,0
28,28,128,3,3,32,0,1,0
28,28,192,1,1,128,0,1,0
28,28,128,3,3,32,0,1,0
28,28,224,1,1,128,0,1,0
28,28,128,3,3,32,0,1,0
28,28,256,1,1,128,0,1,0
28,28,128,3,3,32,0,1,0
28,28,288,1,1,128,0,1,0
28,28,128,3,3,32,0,1,0
28,28,320,1,1,128,0,1,0
28,28,128,3,3,32,0,1,0
28,28,352,1,1,128,0,1,0
28,28,128,3,3,32,0,1,0
28,28,384,1,1,128,0,1,0
28,28,128,3,3,32,0,1,0
28,28,416,1,1,128,0,1,0
28,28,128,3,3,32,0,1,0
28,28,448,1,1,128,0,1,0
28,28,128,3,3,32,0,1,0
28,28,480,1,1,128,0,1,0
28,28,128,3,3,32,0,1,0
28,28,512,1,1,256,1,1,2
14,14,256,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,288,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,320,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,352,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,384,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,416,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,448,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,480,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,512,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,544,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,576,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,608,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,640,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,672,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,704,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,736,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,768,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,800,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,832,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,864,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,896,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,928,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,960,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,992,1,1,128,0,1,0
14,14,128,3,3,32,0,1,0
14,14,1024,1,1,512,1,1,2
7,7,512,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,544,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,576,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,608,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,640,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,672,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,704,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,736,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,768,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,800,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,832,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,864,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,896,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,928,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,960,1,1,128,0,1,0
7,7,128,3,3,32,0,1,0
7,7,992,1,1,128,0,1,0
7,7,128,3,3,32,1,1,7
1,1,1024,1,1,1000,0,1,0
