22, 0, 1.78752e+08, 5.20097e+07, 5.05766e+07, 4.06929e+07, 1.49604e+07, 2.05124e+07, 1.33412, 615368, 9.93661e+07, 1.50955e+06, 2453.09, 535833, 710255, 71531.6, 3.36332e+07, 7925.37, 0, 607443, 5.01831e+07, 6.79877e+06, 4.23843e+07, 91.1187, 14.9368, 1625.04, 0.0835618, 28, 10, 28, 10, 9.19166e+09, 256, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
14, 0, 1.10123e+08, 2.4558e+07, 2.93109e+07, 2.74752e+07, 1.26808e+07, 1.60985e+07, 1.23457, 569448, 7.48695e+07, 3.82609e+06, 6718.94, 495848, 567302, 66193.7, 2.41444e+07, 7333.96, 0, 562114, 3.94696e+07, 3.66144e+06, 3.17384e+07, 116.8, 16.1413, 1756.09, 0.146575, 30.8, 10.6, 30.8, 10.6, 9.19166e+09, 256, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
10, 0, 5.52899e+07, 1.53512e+07, 1.3043e+07, 1.33678e+07, 5.80951e+06, 7.71852e+06, 1.15857, 534395, 5.46663e+07, 3.99879e+06, 7482.83, 465325, 467442, 62119, 1.54474e+07, 6882.51, 0, 527512, 3.0229e+07, 3.01777e+06, 2.14196e+07, 156.68, 17.2001, 1871.27, 0.31109, 31.25, 12.8, 31.25, 12.8, 9.19166e+09, 256, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
7, 0, 4.07072e+07, 1.03594e+07, 9.79919e+06, 1.18798e+07, 3.80824e+06, 4.8605e+06, 1.13047, 521430, 4.42664e+07, 4.26783e+06, 8184.86, 454036, 413185, 60612, 1.15358e+07, 6715.53, 0, 514715, 2.50453e+07, 2.67249e+06, 1.65487e+07, 189.385, 17.6278, 1917.8, 0.433039, 34.43, 16, 34.43, 16, 9.19166e+09, 256, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
5, 0, 2.97254e+07, 8.05936e+06, 6.37129e+06, 9.29213e+06, 2.57153e+06, 3.4311e+06, 1.03777, 478676, 3.69856e+07, 3.74871e+06, 7831.42, 416808, 333981, 55642.2, 9.97354e+06, 6164.9, 0, 472511, 2.08293e+07, 2.17127e+06, 1.3985e+07, 225.649, 19.2023, 2089.1, 0.645988, 43.75, 19.2, 43.75, 19.2, 9.19166e+09, 256, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
3, 0, 2.54339e+07, 7.07312e+06, 5.19741e+06, 8.77612e+06, 1.93169e+06, 2.45553e+06, 1.03225, 476130, 3.43085e+07, 3.83374e+06, 8051.87, 414590, 295881, 55346.2, 9.54219e+06, 6132.1, 0, 469998, 1.87012e+07, 1.91577e+06, 1.36915e+07, 240.984, 19.305, 2100.27, 0.759025, 68.26, 30, 68.26, 30, 9.19166e+09, 256, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
2, 0, 2.59291e+07, 7.73698e+06, 4.99427e+06, 9.38795e+06, 1.3305e+06, 2.47936e+06, 1.02343, 484281, 2.99927e+07, 3.37975e+06, 6978.91, 411048, 138792, 67093, 8.18133e+06, 6079.71, 0, 478201, 1.85454e+07, 1.03352e+06, 1.04138e+07, 275.427, 18.98, 2064.92, 0.731998, 120, 42, 120, 42, 9.19166e+09, 256, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
1, 0, 1.69075e+07, 4.42113e+06, 3.07612e+06, 6.76824e+06, 868115, 1.77393e+06, 0.961687, 455063, 2.10305e+07, 4.49103e+06, 9869.01, 386248, 129944, 63045.2, 5.81886e+06, 5712.9, 0, 449350, 1.24896e+07, 846995, 7.69385e+06, 360.154, 20.1986, 2197.5, 1.19465, 144, 80, 144, 80, 9.19166e+09, 256, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
22, 0, 1.26736e+09, 1.48228e+08, 1.50441e+08, 0, 9.34068e+08, 3.46212e+07, 1.14499, 611035, 2.25006e+08, 3.91361e+07, 64048.9, 460061, 853458, 150056, 1.11607e+08, 850.227, 0, 610185, 0, 9.96034e+07, 1.14457e+08, 34.7982, 15.0428, 1636.57, 0.0118694, 28, 10, 28.5, 28, 9.19166e+09, 256, 64, 0.733902, TR, 0.299273, 4096, 0, 6, 4096, 
14, 0, 1.11324e+09, 1.29305e+08, 1.31963e+08, 0, 8.14829e+08, 3.71462e+07, 1.12446, 561422, 1.69238e+08, 2.33375e+07, 41568.6, 451811, 681683, 108710, 1.13917e+08, 834.981, 0, 560587, 0, 3.88999e+07, 1.20423e+08, 47.7301, 16.3721, 1781.19, 0.0147067, 30.8, 10.6, 41.7825, 41.142, 9.19166e+09, 256, 64, 0.733902, TR, 0.299273, 4096, 0, 6, 4096, 
10, 0, 5.07637e+08, 6.07906e+07, 4.62907e+07, 0, 3.83077e+08, 1.74791e+07, 0.988102, 539107, 1.0133e+08, 2.49259e+07, 46235.4, 397022, 561689, 141293, 5.86406e+07, 733.727, 0, 538374, 0, 3.22242e+07, 6.07812e+07, 72.8016, 17.0498, 1854.92, 0.0335866, 31.25, 12.8, 48, 33, 9.19166e+09, 256, 64, 0.733902, TR, 0.299273, 4096, 0, 6, 4096, 
7, 0, 3.34062e+08, 3.93746e+07, 3.11846e+07, 0, 2.48122e+08, 1.5381e+07, 0.879628, 479924, 7.81529e+07, 2.70455e+07, 56353.6, 353437, 496492, 125782, 3.98568e+07, 653.179, 0, 479271, 0, 2.79093e+07, 4.1576e+07, 87.3745, 19.1523, 2083.66, 0.0573315, 34.43, 16, 61.071, 34.285, 9.19166e+09, 256, 64, 0.733902, TR, 0.299273, 4096, 0, 6, 4096, 
