technode, 22, toggleindex, 5, subarray_selfleakage , 0, PE_selfleakage , 0, Tile_selfleakage, 0, totalsubarrayoperations , 646432, Macrototaldynamic , 3.0004e-05, PE_bus , 1.05013e-06, PE_Addertree , 8.62112e-09, PE_buffer , 1.10466e-07, PE_total , 1.16922e-06, PE_leakage , 7.96389e-06, Tile_Leakage , 7.24414e-05, Tile_htree , 4.60048e-06, Tile_addertree , 1.08444e-07, Tile_sigmoid , 0, Tile_ReLU , 0, Tile_buffer , 2.81039e-08, Tile_total , 4.73701e-06, Chip_buffer , 5.18466e-09, Chip_htree , 0, Chip_addertree , 1.12724e-08, Chip_sigmoid , 0, Chip_ReLU , 4.36912e-09, Chip_maxpool , 2.84986e-11, Chip_total , 2.08547e-08, Total dynamic , 3.69723e-05, Total leakage , 1.49621e-07, 
technode, 22, toggleindex, 5, subarray_selfleakage , 0, PE_selfleakage , 0, Tile_selfleakage, 0, totalsubarrayoperations , 646432, Macrototaldynamic , 4.9272e-05, PE_bus , 1.814e-06, PE_Addertree , 8.62112e-09, PE_buffer , 1.10466e-07, PE_total , 1.93309e-06, PE_leakage , 3.85077e-06, Tile_Leakage , 3.55834e-05, Tile_htree , 4.54808e-06, Tile_addertree , 1.08444e-07, Tile_sigmoid , 0, Tile_ReLU , 0, Tile_buffer , 2.81039e-08, Tile_total , 4.6846e-06, Chip_buffer , 5.18466e-09, Chip_htree , 0, Chip_addertree , 1.12724e-08, Chip_sigmoid , 0, Chip_ReLU , 4.36912e-09, Chip_maxpool , 2.84986e-11, Chip_total , 2.08547e-08, Total dynamic , 5.69413e-05, Total leakage , 7.8823e-08, 
technode, 22, toggleindex, 5, subarray_selfleakage , 0, PE_selfleakage , 0, Tile_selfleakage, 0, totalsubarrayoperations , 646432, Macrototaldynamic , 4.9272e-05, PE_bus , 1.814e-06, PE_Addertree , 8.62112e-09, PE_buffer , 1.10466e-07, PE_total , 1.93309e-06, PE_leakage , 3.85077e-06, Tile_Leakage , 3.55834e-05, Tile_htree , 4.54808e-06, Tile_addertree , 1.08444e-07, Tile_sigmoid , 0, Tile_ReLU , 0, Tile_buffer , 2.81039e-08, Tile_total , 4.6846e-06, Chip_buffer , 5.18466e-09, Chip_htree , 0, Chip_addertree , 1.12724e-08, Chip_sigmoid , 0, Chip_ReLU , 4.36912e-09, Chip_maxpool , 2.84986e-11, Chip_total , 2.08547e-08, Total dynamic , 5.69413e-05, Total leakage , 7.8823e-08, 
