technode, 22, toggleindex, 5, mem cell type, 1, buffernumber, 0, toggle index, 5, Totalsubarray operations, 646432, Average macro dynamic energy, 1.85659e-10, 1 Macro delay, 4.2692e-08, 1 Macro area (mm^2), 0.0205822, TOPS, 0.767544, TOPS/W, 176.495, TOPS/mm^2, 37.2916, FOM, 6581.78, Total macro leakage, 4.22985e-07, Total DCIM (NOR+Latch) array leakage, 0, SRAM_peri_leakage, 0, ShiftAdd_leakage, 0, Adder_leakage, 0, Buffer_leakage, 0, Switchmatrix_leakage, 0, Repeater_leakage, 0, Bus_leakage, 9.65996e-08, readDynamicEnergyBuffer, 0, readDynamicEnergyShiftAdd, 0, readDynamicEnergyAccum, 4.18004e-12, readDynamicEnergySwitchmatrix, 0, readDynamicEnergyAdder, 0, readDynamicEnergyInterconnect, 0, readDynamicEnergyADC, 3.67858e-11, readDynamicEnergyDFFinShiftAdd, 0, DCIM_energy_recalculated, 1, DC_ADC_min, 2.66027e-14, DC_ADC_max, 2.79006e-14, Switching_ADC, 5.89802e-14, NOR_delay, 0, addertree_delay, 0, addedbufferlatency, 0, encoder_delay, 1.47597e-10, WL_delay, 1.3763e-10, mux_delay, 1.3763e-10, row_delay, 2.03196e-11, precharge_delay, 6.69601e-11, col_delay, 2.01368e-10, ADC_delay, 0, multisense_delay, 9.81937e-10, clock_period, 1.33412e-09, param->capNORInput, 0, param->capNOROutput, 0, param->DCIMline_R2, 0, param->DCIMline_R1, 0, param->DCIMline_C2, 0, param->DCIMline_C1, 0, param->resRow_DCIM, 0, param->resCol_DCIM, 0, param->Metal0_unitwireresis, 9.76974e+06, param->Metal1_unitwireresis, 9.76974e+06, columncap, 1.92007e-14, rowunitcap, 1.232e-16, caprow_debug, 3.95918e-14, numrow_debug, 256, reference_energy_peri, 2.86051e-14, resaccess, 86357.3, param->lengthRow, 0.000157696, TOPS, 0.767544, TOPS/W, 176.495, TOPS/mm^2, 37.2916, FOM, 6581.78, buffersizeratio, 5, switchsizeratio_DCIM, 0.06, sectionresistance, 1540.65, switchmatrix_finnum, 31.6681, finfetonresistance, 77.0324, repeaterfinnum, 0, repeaterdriveres, 0, sizingfactor_MUX, 110, sizingfactor_MUX_Last, 110, switchmatrixsizeratio_ACIM, 0.2, newswitchmatrixsizeratio_ACIM, 14, capratio, 0.10124. Power Density (W/mm2), 136584, Access Fincount0, ADC Area6.65751e-09, 
technode, 22, toggleindex, 5, mem cell type, 2, buffernumber, 0, toggle index, 5, Totalsubarray operations, 646432, Average macro dynamic energy, 3.04886e-10, 1 Macro delay, 5.06275e-08, 1 Macro area (mm^2), 0.05947, TOPS, 0.647237, TOPS/W, 107.476, TOPS/mm^2, 10.8834, FOM, 1169.71, Total macro leakage, 1.65915e-07, Total DCIM (NOR+Latch) array leakage, 0, SRAM_peri_leakage, 0, ShiftAdd_leakage, 0, Adder_leakage, 0, Buffer_leakage, 0, Switchmatrix_leakage, 0, Repeater_leakage, 0, Bus_leakage, 9.65996e-08, readDynamicEnergyBuffer, 0, readDynamicEnergyShiftAdd, 0, readDynamicEnergyAccum, 4.18004e-12, readDynamicEnergySwitchmatrix, 0, readDynamicEnergyAdder, 0, readDynamicEnergyInterconnect, 0, readDynamicEnergyADC, 5.32062e-11, readDynamicEnergyDFFinShiftAdd, 0, DCIM_energy_recalculated, 1, DC_ADC_min, 3.10018e-14, DC_ADC_max, 3.78908e-14, Switching_ADC, 3.42353e-14, NOR_delay, 0, addertree_delay, 0, addedbufferlatency, 0, encoder_delay, 1.47597e-10, WL_delay, 1.00251e-10, mux_delay, 1.00251e-10, row_delay, 8.05011e-11, precharge_delay, 0, col_delay, 6.81586e-13, ADC_delay, 0, multisense_delay, 1.33426e-09, clock_period, 1.58211e-09, param->capNORInput, 0, param->capNOROutput, 0, param->DCIMline_R2, 0, param->DCIMline_R1, 0, param->DCIMline_C2, 0, param->DCIMline_C1, 0, param->resRow_DCIM, 0, param->resCol_DCIM, 0, param->Metal0_unitwireresis, 9.76974e+06, param->Metal1_unitwireresis, 9.76974e+06, columncap, 2.93229e-14, rowunitcap, 4.1499e-16, caprow_debug, 1.06237e-13, numrow_debug, 256, reference_energy_peri, 0, resaccess, 0, param->lengthRow, 6.7584e-05, TOPS, 0.647237, TOPS/W, 107.476, TOPS/mm^2, 10.8834, FOM, 1169.71, buffersizeratio, 5, switchsizeratio_DCIM, 0.06, sectionresistance, 14876.2, switchmatrix_finnum, 3.27969, finfetonresistance, 743.812, repeaterfinnum, 0, repeaterdriveres, 0, sizingfactor_MUX, 3400, sizingfactor_MUX_Last, 3400, switchmatrixsizeratio_ACIM, 0.2, newswitchmatrixsizeratio_ACIM, 14, capratio, 0.0663669. Power Density (W/mm2), 65460, Access Fincount11.5143, ADC Area2.81961e-09, 
technode, 22, toggleindex, 5, mem cell type, 2, buffernumber, 0, toggle index, 5, Totalsubarray operations, 646432, Average macro dynamic energy, 3.04886e-10, 1 Macro delay, 5.06275e-08, 1 Macro area (mm^2), 0.05947, TOPS, 0.647237, TOPS/W, 107.476, TOPS/mm^2, 10.8834, FOM, 1169.71, Total macro leakage, 1.65915e-07, Total DCIM (NOR+Latch) array leakage, 0, SRAM_peri_leakage, 0, ShiftAdd_leakage, 0, Adder_leakage, 0, Buffer_leakage, 0, Switchmatrix_leakage, 0, Repeater_leakage, 0, Bus_leakage, 9.65996e-08, readDynamicEnergyBuffer, 0, readDynamicEnergyShiftAdd, 0, readDynamicEnergyAccum, 4.18004e-12, readDynamicEnergySwitchmatrix, 0, readDynamicEnergyAdder, 0, readDynamicEnergyInterconnect, 0, readDynamicEnergyADC, 5.32062e-11, readDynamicEnergyDFFinShiftAdd, 0, DCIM_energy_recalculated, 1, DC_ADC_min, 3.10018e-14, DC_ADC_max, 3.78908e-14, Switching_ADC, 3.42353e-14, NOR_delay, 0, addertree_delay, 0, addedbufferlatency, 0, encoder_delay, 1.47597e-10, WL_delay, 1.00251e-10, mux_delay, 1.00251e-10, row_delay, 8.05011e-11, precharge_delay, 0, col_delay, 6.81586e-13, ADC_delay, 0, multisense_delay, 1.33426e-09, clock_period, 1.58211e-09, param->capNORInput, 0, param->capNOROutput, 0, param->DCIMline_R2, 0, param->DCIMline_R1, 0, param->DCIMline_C2, 0, param->DCIMline_C1, 0, param->resRow_DCIM, 0, param->resCol_DCIM, 0, param->Metal0_unitwireresis, 9.76974e+06, param->Metal1_unitwireresis, 9.76974e+06, columncap, 2.93229e-14, rowunitcap, 4.1499e-16, caprow_debug, 1.06237e-13, numrow_debug, 256, reference_energy_peri, 0, resaccess, 0, param->lengthRow, 6.7584e-05, TOPS, 0.647237, TOPS/W, 107.476, TOPS/mm^2, 10.8834, FOM, 1169.71, buffersizeratio, 5, switchsizeratio_DCIM, 0.06, sectionresistance, 14876.2, switchmatrix_finnum, 3.27969, finfetonresistance, 743.812, repeaterfinnum, 0, repeaterdriveres, 0, sizingfactor_MUX, 3400, sizingfactor_MUX_Last, 3400, switchmatrixsizeratio_ACIM, 0.2, newswitchmatrixsizeratio_ACIM, 14, capratio, 0.0663669. Power Density (W/mm2), 65460, Access Fincount11.5143, ADC Area2.81961e-09, levelshifter_area7.68855e-09, array_area1.52253e-09, 
